Kennzeichen;Identnummer;Bankleitzahl;Institutsart;Sektor;Firmenbuchnummer;Bankenname;Straße;PLZ;Ort;Politischer Bezirk;Postadresse / Straße;Postadresse / PLZ;Postadresse / Ort;Postfach;Bundesland;Telefon;Fax;E-Mail;SWIFT-Code;Homepage;Gruendungsdatum;ZweigniederlassungVon
Zweigstelle;349860;32585;;Raiffeisen;;RAIFFEISENBANK REGION ST.PÖLTEN reg.Gen.m.b.H. Zws.Kirchberg an der Pielach;St.Pöltner Straße 18/1/3;3204;Kirchberg/Piel.;St. Pölten-Land;;;;;Niederösterreich;0595005/7010;;rinfo@rbstpoelten.at;;;;264849
Zweigstelle;347485;32585;;Raiffeisen;;RAIFFEISENBANK REGION ST.PÖLTEN reg.Gen.m.b.H. Zws.Michelbach Markt;Markt 7;3074;Michelbach;St. Pölten-Land;;;;;Niederösterreich;0595005/7410;;info@rbstpoelten.at;;;;264849
Zweigstelle;350559;32585;;Raiffeisen;;RAIFFEISENBANK REGION ST.PÖLTEN reg.Gen.m.b.H. Zws.Neidling;Flinsbach Dorf 24;3110;Neidling;St. Pölten-Land;;3110;Neidling;107;Niederösterreich;0595005/7300;;info@rbstpoelten.at;;;;264849
Zweigstelle;5967805;32585;;Raiffeisen;;RAIFFEISENBANK REGION ST.PÖLTEN reg.Gen.m.b.H. Zws.Ober-Grafendorf;Hauptstraße 20;3200;Ober-Grafendorf;St. Pölten-Land;;3200;Ober-Grafendorf;61;Niederösterreich;0595005/7000;;info@rbstpoelten.at;;;;264849
Zweigstelle;350885;32585;;Raiffeisen;;RAIFFEISENBANK REGION ST.PÖLTEN reg.Gen.m.b.H. Zws.Oberwölbling;Unterer Markt 11;3124;Oberwölbling;St. Pölten-Land;;;;;Niederösterreich;0595005/7190;;info@rbstpoelten.at;;;18920101;264849
Zweigstelle;350567;32585;;Raiffeisen;;RAIFFEISENBANK REGION ST.PÖLTEN reg.Gen.m.b.H. Zws.Pottenbrunn;Dr.Steger-Gasse 5;3140;Pottenbrunn;St. Pölten-Land;;;;;Niederösterreich;0595005/7200;;info@rbstpoelten.at;;;;264849
Zweigstelle;1845985;32585;;Raiffeisen;;RAIFFEISENBANK REGION ST.PÖLTEN reg.Gen.m.b.H. Zws.Pyhra;Hauptstraße 14;3143;Pyhra;St. Pölten-Land;;;;;Niederösterreich;0595005/7430;;info@rbstpoelten.at;;;;264849
Zweigstelle;349887;32585;;Raiffeisen;;RAIFFEISENBANK REGION ST.PÖLTEN reg.Gen.m.b.H. Zws.Rabenstein an der Pielach;St.Pöltner Straße 4;3203;Rabenstein/Pl.;St. Pölten-Land;;;;;Niederösterreich;0595005/7030;;info@rbstpoelten.at;;;;264849
Zweigstelle;2647346;32585;;Raiffeisen;;RAIFFEISENBANK REGION ST.PÖLTEN reg.Gen.m.b.H. Zws.Statzendorf;Bahnhofstraße 1;3125;Absdorf;St. Pölten-Land;;;;;Niederösterreich;0595005/7180;;info@rbstpoelten.at;;;;264849
Zweigstelle;4001249;32585;;Raiffeisen;;RAIFFEISENBANK REGION ST.PÖLTEN reg.Gen.m.b.H. Zws.Traismauer;Gartenring 32;3133;Traismauer;St. Pölten-Land;;3133;Traismauer;15;Niederösterreich;0595005/7340;;info@rbstpoelten.at;;;;264849
Zweigstelle;2112825;32585;;Raiffeisen;;RAIFFEISENBANK REGION ST.PÖLTEN reg.Gen.m.b.H. Zws.Viehofen;Dr.W.Steingötterstraße 15;3100;St.Pölten;St. Pölten;;;;;Niederösterreich;0595005/7600;;info@rbstpoelten.at;;;19931211;264849
Zweigstelle;350575;32585;;Raiffeisen;;RAIFFEISENBANK REGION ST.PÖLTEN reg.Gen.m.b.H. Zws.Wagram;Unterwagramer Straße 34a;3108;St.Pölten-Wagram;St. Pölten;;;;;Niederösterreich;0595005/7500;;info@rbstpoelten.at;;;;264849
Hauptanstalt;1511122;34710;KI;Raiffeisen;95023s;Raiffeisenbank Region Vöcklabruck reg.Gen.m.b.H.;Salzburger Straße 1;4840;Vöcklabruck;Vöcklabruck;;;;;Oberösterreich;07672/22044;07672/2204446199;rb-voecklabruck@raiffeisen-ooe.at;RZOOAT2L710;www.raiffeisen-ooe.at/voecklabruck;19901022;
Zweigstelle;4822854;34710;;Raiffeisen;;Raiffeisenbank Region Vöcklabruck reg.Gen.m.b.H. Bst.Ampflwang;Hauptplatz 9;4843;Ampflwang/H.W.;Vöcklabruck;;;;;Oberösterreich;07675/2223;07675/263023;rb-voecklabruck@raiffeisen-ooe.at;;www.raiffeisen-ooe.at/voecklabruck;;1511122
Zweigstelle;354694;34710;;Raiffeisen;;Raiffeisenbank Region Vöcklabruck reg.Gen.m.b.H. Bst.Attnang-Puchheim;Europaplatz 1;4800;Attnang-Puchheim;Vöcklabruck;;4800;Attnang-Puchh.;14;Oberösterreich;07674/64477;07674/6447785;rb-voecklabruck@raiffeisen-ooe.at;;www.raiffeisen-ooe.at/voecklabruck;;1511122
Zweigstelle;8203288;34710;;Raiffeisen;;Raiffeisenbank Region Vöcklabruck reg.Gen.m.b.H. Bst.Frankenburg;Marktplatz 2;4873;Frankenburg am Hausruck;Vöcklabruck;;;;;Oberösterreich;07683/7501;07683/750113;rb-voecklabruck@raiffeisen-ooe.at;;www.raiffeisen-ooe.at/voecklabruck;;1511122
Zweigstelle;1511149;34710;;Raiffeisen;;Raiffeisenbank Region Vöcklabruck reg.Gen.m.b.H. Bst.Regau;Marktstraße 10;4844;Regau;Vöcklabruck;;4844;Regau;20;Oberösterreich;07672/28128;07672/2812812;rb-voecklabruck@raiffeisen-ooe.at;;www.raiffeisen-ooe.at/voecklabruck;;1511122
Zweigstelle;1511165;34710;;Raiffeisen;;Raiffeisenbank Region Vöcklabruck reg.Gen.m.b.H. Bst.Ungenach;Ungenach 51;4841;Ungenach;Vöcklabruck;;;;;Oberösterreich;07672/8006;07672/8356;rb-voecklabruck@raiffeisen-ooe.at;;www.raiffeisen-ooe.at/voecklabruck;;1511122
Zweigstelle;355070;34710;;Raiffeisen;;Raiffeisenbank Region Vöcklabruck reg.Gen.m.b.H. Bst.Zell am Pettenfirst;Zell am Pettenfirst 2;4842;Zell/Pettenfirst;Vöcklabruck;;;;;Oberösterreich;07675/2318;07675/231815;rb-voecklabruck@raiffeisen-ooe.at;;www.raiffeisen-ooe.at/voecklabruck;;1511122
Hauptanstalt;266230;32990;KI;Raiffeisen;49470a;Raiffeisenbank Region Waldviertel Mitte reg.Gen.m.b.H.;Landstraße 23;3910;Zwettl/NÖ;Zwettl;;3910;Zwettl/NÖ;10;Niederösterreich;02822/53105;02822/5310540;info.32990@rb-32990.raiffeisen.at;RLNWATWWZWE;;19710405;
Zweigstelle;348090;32990;;Raiffeisen;;Raiffeisenbank Region Waldviertel Mitte reg.Gen.m.b.H. Zws.Albrechtsberg;Albrechtsberg 41;3613;Albrechtsberg;Krems-Land;;;;;Niederösterreich;02876/296;;;;;;266230
Zweigstelle;347264;32990;;Raiffeisen;;Raiffeisenbank Region Waldviertel Mitte reg.Gen.m.b.H. Zws.Altmelon;Altmelon 77;3925;Arbesbach;Zwettl;;;;;Niederösterreich;02813/319;02813/3194;;;;;266230
Zweigstelle;3448614;32990;;Raiffeisen;;Raiffeisenbank Region Waldviertel Mitte reg.Gen.m.b.H. Zws.Arbesbach;Hauptplatz 35;3925;Arbesbach;Zwettl;;3925;Arbesbach;17;Niederösterreich;02813/236;02813/23613;;;;;266230
Zweigstelle;2012898;32990;;Raiffeisen;;Raiffeisenbank Region Waldviertel Mitte reg.Gen.m.b.H. Zws.Bad Traunstein;Raiffeisenplatz 1;3632;Bad Traunstein;Zwettl;;;;;Niederösterreich;02878/6248;02878/624840;;;;;266230
Zweigstelle;348031;32990;;Raiffeisen;;Raiffeisenbank Region Waldviertel Mitte reg.Gen.m.b.H. Zws.Els;Els 26;3613;Albrechtsberg;Krems-Land;;;;;Niederösterreich;02876/303;;;;;;266230
Zweigstelle;3614557;32990;;Raiffeisen;;Raiffeisenbank Region Waldviertel Mitte reg.Gen.m.b.H. Zws.Franz Eigl-Straße;Franz Eigl-Straße 7;3910;Zwettl/NÖ;Zwettl;;3910;Zwettl/NÖ;10;Niederösterreich;02822/5310551;;;;;19970512;266230
Zweigstelle;352276;32990;;Raiffeisen;;Raiffeisenbank Region Waldviertel Mitte reg.Gen.m.b.H. Zws.Friedersbach;Friedersbach 157;3533;Friedersbach;Zwettl;;;;;Niederösterreich;02822/76239;;;;;;266230
Zweigstelle;6637418;32990;;Raiffeisen;;Raiffeisenbank Region Waldviertel Mitte reg.Gen.m.b.H. Zws.Gars am Kamp;Hauptplatz 4;3571;Gars/Kamp;Horn;;3571;Gars/Kamp;60;Niederösterreich;02985/2267;02985/226720;;;;;266230
Zweigstelle;3448436;32990;;Raiffeisen;;Raiffeisenbank Region Waldviertel Mitte reg.Gen.m.b.H. Zws.Geras;Horner Straße 8;2093;Geras;Horn;;;;;Niederösterreich;02912/329;02912/32940;;;;;266230
Zweigstelle;2012901;32990;;Raiffeisen;;Raiffeisenbank Region Waldviertel Mitte reg.Gen.m.b.H. Zws.Gföhl;Körnermarkt 8;3542;Gföhl;Krems-Land;;;;;Niederösterreich;02716/6285;02716/628585;;;;;266230
Zweigstelle;352284;32990;;Raiffeisen;;Raiffeisenbank Region Waldviertel Mitte reg.Gen.m.b.H. Zws.Grafenschlag;Grafenschlag 47;3912;Grafenschlag;Zwettl;;;;;Niederösterreich;02875/8235;02875/823514;;;;;266230
Zweigstelle;352292;32990;;Raiffeisen;;Raiffeisenbank Region Waldviertel Mitte reg.Gen.m.b.H. Zws.Großglobnitz;Großglobnitz 58;3910;Zwettl/NÖ;Zwettl;;;;;Niederösterreich;02823/238;;;;;;266230
Zweigstelle;352314;32990;;Raiffeisen;;Raiffeisenbank Region Waldviertel Mitte reg.Gen.m.b.H. Zws.Großgöttfritz;Großgöttfritz 100;3913;Großgöttfritz;Zwettl;;;;;Niederösterreich;02875/8373;;;;;;266230
Zweigstelle;348066;32990;;Raiffeisen;;Raiffeisenbank Region Waldviertel Mitte reg.Gen.m.b.H. Zws.Großreinprechts;Großreinprechts 16;3524;Grainbrunn;Krems-Land;;;;;Niederösterreich;02877/8301;;;;;;266230
Zweigstelle;5653657;32990;;Raiffeisen;;Raiffeisenbank Region Waldviertel Mitte reg.Gen.m.b.H. Zws.Horn;Kirchenplatz 4;3580;Horn;Horn;;3580;Horn;47;Niederösterreich;02982/2236;02982/2236114;;;;;266230
Zweigstelle;348511;32990;;Raiffeisen;;Raiffeisenbank Region Waldviertel Mitte reg.Gen.m.b.H. Zws.Irnfritz;Hauptplatz 1;3754;Irnfritz;Horn;;;;;Niederösterreich;02986/6236;;;;;;266230
Zweigstelle;352268;32990;;Raiffeisen;;Raiffeisenbank Region Waldviertel Mitte reg.Gen.m.b.H. Zws.Jagenbach;Jagenbach 16;3923;Jagenbach;Zwettl;;;;;Niederösterreich;02829/7372;;;;;;266230
Zweigstelle;348015;32990;;Raiffeisen;;Raiffeisenbank Region Waldviertel Mitte reg.Gen.m.b.H. Zws.Japons;Japons 43;3763;Japons;Horn;;;;;Niederösterreich;02914/6224;02914/6224215;;;;;266230
Zweigstelle;352306;32990;;Raiffeisen;;Raiffeisenbank Region Waldviertel Mitte reg.Gen.m.b.H. Zws.Kirchbach;Kirchbach 2;3911;Rappottenstein;Zwettl;;;;;Niederösterreich;02828/8248;;;;;;266230
Zweigstelle;348082;32990;;Raiffeisen;;Raiffeisenbank Region Waldviertel Mitte reg.Gen.m.b.H. Zws.Krumau am Kamp;Hauptplatz 22;3543;Krumau am Kamp;Krems-Land;;;;;Niederösterreich;02731/8288;;;;;;266230
Zweigstelle;1668722;32990;;Raiffeisen;;Raiffeisenbank Region Waldviertel Mitte reg.Gen.m.b.H. Zws.Langau;Langau 99;2091;Langau;Horn;;;;;Niederösterreich;02912/430;02912/43040;;;;;266230
Zweigstelle;6007228;32990;;Raiffeisen;;Raiffeisenbank Region Waldviertel Mitte reg.Gen.m.b.H. Zws.Langschlag;Franz-Diebl-Straße 45;3921;Langschlag;Zwettl;;;;;Niederösterreich;02814/8216;02814/821616;;;;;266230
Zweigstelle;348040;32990;;Raiffeisen;;Raiffeisenbank Region Waldviertel Mitte reg.Gen.m.b.H. Zws.Lichtenau;Lichtenau 8;3522;Lichtenau;Krems-Land;;;;;Niederösterreich;02718/245;;;;;;266230
Zweigstelle;348104;32990;;Raiffeisen;;Raiffeisenbank Region Waldviertel Mitte reg.Gen.m.b.H. Zws.Niedergrünbach;Niedergrünbach 12;3532;Rastenfeld;Krems-Land;;;;;Niederösterreich;02826/255;;;;;;266230
Zweigstelle;352187;32990;;Raiffeisen;;Raiffeisenbank Region Waldviertel Mitte reg.Gen.m.b.H. Zws.Oberstrahlbach;Oberstrahlbach 54;3910;Zwettl/NÖ;Zwettl;;;;;Niederösterreich;02822/52389;;;;;;266230
Zweigstelle;3901416;32990;;Raiffeisen;;Raiffeisenbank Region Waldviertel Mitte reg.Gen.m.b.H. Zws.Pater Werner Deibl-Straße;Pater Werner Deibl-Straße 7;3910;Zwettl/NÖ;Zwettl;;3910;Zwettl/NÖ;10;Niederösterreich;02822/5310551;;;;;19980323;266230
Zweigstelle;348520;32990;;Raiffeisen;;Raiffeisenbank Region Waldviertel Mitte reg.Gen.m.b.H. Zws.Pernegg;Pernegg 25;3753;Hötzelsdorf;Horn;;;;;Niederösterreich;02913/231;;;;;;266230
Zweigstelle;352225;32990;;Raiffeisen;;Raiffeisenbank Region Waldviertel Mitte reg.Gen.m.b.H. Zws.Rappottenstein;Rappottenstein 14;3911;Rappottenstein;Zwettl;;;;;Niederösterreich;02828/8228;02828/822814;;;;;266230
Zweigstelle;352217;32990;;Raiffeisen;;Raiffeisenbank Region Waldviertel Mitte reg.Gen.m.b.H. Zws.Rastenfeld;Rastenfeld 30;3532;Rastenfeld;Krems;;;;;Niederösterreich;02826/245;02826/24540;;;;;266230
Zweigstelle;351040;32990;;Raiffeisen;;Raiffeisenbank Region Waldviertel Mitte reg.Gen.m.b.H. Zws.Schönbach;Schönbach 88;3633;Schönbach;Zwettl;;;;;Niederösterreich;02827/268;02827/268;;;;;266230
Zweigstelle;352195;32990;;Raiffeisen;;Raiffeisenbank Region Waldviertel Mitte reg.Gen.m.b.H. Zws.Schweiggers;Hauptplatz 8;3931;Schweiggers;Zwettl;;;;;Niederösterreich;02829/8242;02829/824240;;;;;266230
Zweigstelle;348007;32990;;Raiffeisen;;Raiffeisenbank Region Waldviertel Mitte reg.Gen.m.b.H. Zws.St.Leonhard am Hornerwalde;St.Leonhard am Hornerwalde 130;3572;St.Leonhard am Hornerwalde;Krems;;;;;Niederösterreich;02987/2221;;;;;;266230
Zweigstelle;352241;32990;;Raiffeisen;;Raiffeisenbank Region Waldviertel Mitte reg.Gen.m.b.H. Zws.Waldhausen;Waldhausen 4;3914;Waldhausen;Zwettl;;;;;Niederösterreich;02877/8291;;;;;;266230
Zweigstelle;348023;32990;;Raiffeisen;;Raiffeisenbank Region Waldviertel Mitte reg.Gen.m.b.H. Zws.Weitersfeld;Weitersfeld 113;2084;Weitersfeld;Horn;;;;;Niederösterreich;02948/8288;02948/828840;;;;;266230
Hauptanstalt;265659;34475;KI;Raiffeisen;77935k;Raiffeisenbank Reichenau reg.Gen.m.b.H.;Marktplatz 8;4204;Reichenau/Mkr.;Urfahr-Umgebung;;;;;Oberösterreich;07211/8230;07211/82303;rb-reichenau@raiffeisen-ooe.at;RZOOAT2L475;www.raiffeisen-ooe.at/reichenau;19140120;
Hauptanstalt;247472;39461;KI;Raiffeisen;111205m;Raiffeisenbank Reichenau-Gnesau, reg.Gen.m.b.H.;Ebene Reichenau 102;9565;Ebene Reichenau;Feldkirchen;;;;;Kärnten;04275/215;04275/2155;engelbert.regenfelder@rbgk.raiffeisen.at;RZKTAT2K461;;18920515;
Zweigstelle;362417;39461;;Raiffeisen;;Raiffeisenbank Reichenau-Gnesau, reg.Gen.m.b.H. Zws.Gnesau;Gnesau 78;9563;Gnesau;Feldkirchen;;;;;Kärnten;04278/293;04278/293;;;;;247472
Zweigstelle;362409;39461;;Raiffeisen;;Raiffeisenbank Reichenau-Gnesau, reg.Gen.m.b.H. Zws.Patergassen;Patergassen 36;9564;Patergassen;Feldkirchen;;;;;Kärnten;04275/279;04275/279;;;;;247472
Hauptanstalt;258067;38333;KI;Raiffeisen;67290g;Raiffeisenbank Rein-St.Bartholomä-Stiwoll eGen;St.Bartholomä 77;8113;St.Oswald/Pl.;Graz-Umgebung;;;;;Steiermark;03123/2274;03123/227429;info.38333@rb-38333.raiffeisen.at;RZSTAT2G333;www.raiffeisen.at/rein;19010101;
Zweigstelle;360210;38333;;Raiffeisen;;Raiffeisenbank Rein-St.Bartholomä-Stiwoll eGen Zws.Rein;Rein 182;8103;Rein;Graz-Umgebung;St. Bartholomä 77;8113;St. Bartholomä;;Steiermark;03123/227410;03123/227419;info.38333@rb-38333.raiffeisen.at;;www.raiffeisen.at/rein;;258067
Zweigstelle;360201;38333;;Raiffeisen;;Raiffeisenbank Rein-St.Bartholomä-Stiwoll eGen Zws.Stiwoll;Stiwoll 24;8113;St.Oswald/Pl.;Graz-Umgebung;St. Bartholomä 77;8113;St. Bartholomä;;Steiermark;03123/227440;03123/227449;info.38333@rb-38333.raiffeisen.at;;www.raiffeisen.at/stiwoll;;258067
Hauptanstalt;259721;36303;KI;Raiffeisen;40478b;Raiffeisenbank Reith im Alpbachtal reg.Gen.m.b.H.;Dorf 25;6235;Reith im Alpbachtal;Kufstein;;;;;Tirol;05337/62668;05337/6266817;raiba.reith@rbgt.raiffeisen.at;RZTIAT22303;www.rb-reith.at;18940215;
Hauptanstalt;259764;36305;KI;Raiffeisen;41584d;Raiffeisenbank Reutte reg.Gen.m.b.H.;Untermarkt 3;6600;Reutte;Reutte;;6600;Reutte;76;Tirol;05672/6900;05672/6900202;info@rbr.at;RBRTAT22;www.rbr.at;18980417;
Zweigstelle;356123;36305;;Raiffeisen;;Raiffeisenbank Reutte reg.Gen.m.b.H. Bst.Berwang;Berwang 82;6622;Berwang;Reutte;;;;;Tirol;05674/8236;05674/823616;info@rbr.at;;;;259764
Zweigstelle;1497286;36305;;Raiffeisen;;Raiffeisenbank Reutte reg.Gen.m.b.H. Bst.Bichlbach;Bahnhofstraße 130;6621;Bichlbach;Reutte;;;;;Tirol;05674/6407;05674/6407619;info@rbr.at;;;;259764
Zweigstelle;356913;36305;;Raiffeisen;;Raiffeisenbank Reutte reg.Gen.m.b.H. Bst.Elmen;Elmen 2;6644;Elmen;Reutte;;;;;Tirol;05635/227;05635/227;info@rbr.at;;;;259764
Zweigstelle;356131;36305;;Raiffeisen;;Raiffeisenbank Reutte reg.Gen.m.b.H. Bst.Heiterwang;Oberdorf 3;6611;Heiterwang;Reutte;;;;;Tirol;05674/5353;05674/5547;info@rbr.at;;;;259764
Zweigstelle;356921;36305;;Raiffeisen;;Raiffeisenbank Reutte reg.Gen.m.b.H. Bst.Höfen;Alte Bundesstraße 15;6604;Höfen;Reutte;;;;;Tirol;05672/63234;05672/73228 ;info@rbr.at;;;;259764
Zweigstelle;1504460;36305;;Raiffeisen;;Raiffeisenbank Reutte reg.Gen.m.b.H. Bst.Lechaschau;Dorfstraße 1;6600;Lechaschau;Reutte;;6600;Reutte;76;Tirol;05672/6900961;05672/6900969;info@rbr.at;;;19901203;259764
Zweigstelle;356930;36305;;Raiffeisen;;Raiffeisenbank Reutte reg.Gen.m.b.H. Bst.Stanzach;Stanzach 6;6642;Stanzach;Reutte;;;;;Tirol;05632/231;05632/23161;info@rbr.at;;;;259764
Zweigstelle;356905;36305;;Raiffeisen;;Raiffeisenbank Reutte reg.Gen.m.b.H. Bst.Weißenbach;Kirchplatz 3;6671;Weißenbach/Lech;Reutte;;;;;Tirol;05678/6307;05678/6307639;info@rbr.at;;;;259764
Hauptanstalt;259780;36306;KI;Raiffeisen;40730y;Raiffeisenbank Ried in Tirol Fendels-Tösens und Umgebung reg.Gen.m.b.H.;Ried in Tirol 97;6531;Ried/Oberinntal;Landeck;;;;;Tirol;05999/36306;05999/3688873890;raiba.ried@rbgt.raiffeisen.at;RZTIAT22306;www.raiffeisen.at/ried;19040101;
Zweigstelle;356948;36306;;Raiffeisen;;Raiffeisenbank Ried in Tirol Fendels-Tösens und Umgebung reg.Gen.m.b.H. Zws.Tösens;Tösens 44;6541;Tösens;Landeck;;;;;Tirol;05999/3630673900;05999/3688873890;;;;;259780
Hauptanstalt;265730;34481;KI;Raiffeisen;121599y;Raiffeisenbank Ried/Traunkreis reg.Gen.m.b.H.;Hauptstraße 33;4551;Ried/Trkr.;Kirchdorf an der Krems;;;;;Oberösterreich;07588/7386;07588/738623;rb-ried-traunkreis@raiffeisen-ooe.at;RZOOAT2L481;www.raiffeisen-ooe.at/ried-traunkreis;18900910;
Hauptanstalt;258059;38326;KI;Raiffeisen;66526h;Raiffeisenbank Riegersburg-Breitenfeld eGen;Riegersburg 30;8333;Riegersburg;Feldbach;;8333;Riegersburg;3;Steiermark;03153/8278;03153/82781;;RZSTAT2G326;;19000616;
Zweigstelle;360198;38326;;Raiffeisen;;Raiffeisenbank Riegersburg-Breitenfeld eGen Zws.Breitenfeld;Breitenfeld an der Rittschein 15;8313;Breitenfeld;Feldbach;;;;;Steiermark;03387/2285;03387/22854;;;;19040101;258059
Hauptanstalt;269310;39487;KI;Raiffeisen;113139g;Raiffeisenbank Rosental reg.Gen.m.b.H.;Feistritz 126;9181;Feistritz/Rosental;Klagenfurt-Land;;;;;Kärnten;04228/2019;04228/201914;;RZKTAT2K487;;19560817;
Zweigstelle;362603;39487;;Raiffeisen;;Raiffeisenbank Rosental reg.Gen.m.b.H. Zws.Köttmannsdorf;Raiffeisenweg 1;9071;Köttmannsdorf;Klagenfurt-Land;;;;;Kärnten;04220/2208;04220/222615;;;;;269310
Zweigstelle;362620;39487;;Raiffeisen;;Raiffeisenbank Rosental reg.Gen.m.b.H. Zws.Ledenitzen;Ferlacher Straße 8;9581;Ledenitzen;Villach-Land;;;;;Kärnten;04254/3285;04254/32854;;;;;269310
Zweigstelle;362611;39487;;Raiffeisen;;Raiffeisenbank Rosental reg.Gen.m.b.H. Zws.Maria Rain;Bahnhofstraße 4;9161;Maria Rain;Klagenfurt-Land;;;;;Kärnten;04227/84300;04227/8430020;;;;;269310
Zweigstelle;362590;39487;;Raiffeisen;;Raiffeisenbank Rosental reg.Gen.m.b.H. Zws.St.Jakob im Rosental;St.Jakob 120;9184;St.Jakob/Ros.T.;Villach-Land;;;;;Kärnten;04253/2237;04253/2493;;;;;269310
Hauptanstalt;280330;35052;KI;Raiffeisen;68022h;Raiffeisenbank Saalbach-Hinterglemm-Viehhofen reg.Gen.m.b.H.;Dorfplatz 311;5753;Saalbach;Zell am See;Dorfstraße 260;5754;Hinterglemm;;Salzburg;06541/7166;06541/7894;;RVSAAT2S052;;18920101;
Zweigstelle;355623;35152;;Raiffeisen;;Raiffeisenbank Saalbach-Hinterglemm-Viehhofen reg.Gen.m.b.H. Zws.Hinterglemm;Hinterglemm 260;5754;Hinterglemm;Zell am See;;;;;Salzburg;06541/6352;;;;;;280330
Zweigstelle;1504312;35452;;Raiffeisen;;Raiffeisenbank Saalbach-Hinterglemm-Viehhofen reg.Gen.m.b.H. Zws.Saalbach-Wieserhaus;Glemmtaler Landesstraße 23;5753;Saalbach;Zell am See;;5753;Saalbach;16;Salzburg;06541/7751;06541/7751314;;;;19901210;280330
Zweigstelle;355836;35352;;Raiffeisen;;Raiffeisenbank Saalbach-Hinterglemm-Viehhofen reg.Gen.m.b.H. Zws.Viehhofen;Viehhofen 104;5752;Viehhofen;Zell am See;;;;;Salzburg;06542/68283;06542/6828383;;;;;280330
Hauptanstalt;285994;35053;KI;Raiffeisen;71242v;Raiffeisenbank Saalfelden reg.Gen.m.b.H.;Loferer Straße 5;5760;Saalfelden;Zell am See;;;;;Salzburg;06582/72218;06582/7221821;;RVSAAT2S053;;19020101;
Hauptanstalt;285862;35054;KI;Raiffeisen;68047w;Raiffeisenbank Salzburg Maxglan-Siezenheim reg.Gen.m.b.H.;Innsbrucker Bundesstraße 34;5020;Salzburg;Salzburg;;;;;Salzburg;0662/433561;0662/439396;;RVSAAT2S054;;19130703;
Zweigstelle;355631;35154;;Raiffeisen;;Raiffeisenbank Salzburg Maxglan-Siezenheim reg.Gen.m.b.H. Zws.Siezenheim;Feilbachstraße 1;5072;Siezenheim;Salzburg-Umgebung;;;;;Salzburg;0662/852816;0662/853450;;;;19861213;285862
Hauptanstalt;280259;35034;KI;Raiffeisen;69083v;Raiffeisenbank Salzburg-Liefering reg.Gen.m.b.H.;Münchner Bundesstraße 1;5020;Salzburg;Salzburg;;;;;Salzburg;0662/433355;0662/43335519;;RVSAAT2S034;;19240730;
Hauptanstalt;262943;34510;KI;Raiffeisen;93890z;Raiffeisenbank Salzkammergut reg.Gen.m.b.H.;Schiffslände 5;4810;Gmunden;Gmunden;;;;;Oberösterreich;07612/62050;05999/3490942000;rb-salzkammergut@raiffeisen-ooe.at;RZOOAT2L510;www.raiffeisen-ooe.at/salzkammergut;19100605;
Zweigstelle;8821682;34510;;Raiffeisen;;Raiffeisenbank Salzkammergut reg.Gen.m.b.H. Zws.Altmünster;Marktstraße 18;4813;Altmünster;Gmunden;;4813;Altmünster;15;Oberösterreich;07612/87051;05999/3490942000;rb-salzkammergut@raiffeisen-ooe.at;;www.raiffeisen-ooe.at/salzkammergut;;262943
Zweigstelle;355054;34510;;Raiffeisen;;Raiffeisenbank Salzkammergut reg.Gen.m.b.H. Zws.Ebensee;Hauptstraße 30;4802;Ebensee;Gmunden;;;;;Oberösterreich;06133/5339;05999/3490942000;rb-salzkammergut@raiffeisen-ooe.at;;www.raiffeisen-ooe.at/salzkammergut;;262943
Zweigstelle;353795;34510;;Raiffeisen;;Raiffeisenbank Salzkammergut reg.Gen.m.b.H. Zws.Gmunden-Krankenhaus;Miller-von-Aichholzstraße 49;4810;Gmunden;Gmunden;;;;;Oberösterreich;07612/62050;05999/3490942000;rb-salzkammergut@raiffeisen-ooe.at;;www.raiffeisen-ooe.at/salzkammergut;19780717;262943
Zweigstelle;353876;34510;;Raiffeisen;;Raiffeisenbank Salzkammergut reg.Gen.m.b.H. Zws.Gschwandt;Laakirchner Straße 1a;4816;Gschwandt;Gmunden;;;;;Oberösterreich;07612/62616;05999/3490942000;rb-salzkammergut@raiffeisen-ooe.at;;www.raiffeisen-ooe.at/salzkammergut;19301207;262943
Zweigstelle;1859986;34510;;Raiffeisen;;Raiffeisenbank Salzkammergut reg.Gen.m.b.H. Zws.Kirchham;Kirchham 38;4656;Kirchham;Gmunden;;;;;Oberösterreich;07619/2018;05999/3490942000;rb-salzkammergut@raiffeisen-ooe.at;;www.raiffeisen-ooe.at/salzkammergut;19100703;262943
Zweigstelle;1859951;34510;;Raiffeisen;;Raiffeisenbank Salzkammergut reg.Gen.m.b.H. Zws.Laakirchen;Hauptplatz 7;4663;Laakirchen;Gmunden;;;;;Oberösterreich;07613/2336;05999/3490942000;rb-salzkammergut@raiffeisen-ooe.at;;www.raiffeisen-ooe.at/salzkammergut;;262943
Zweigstelle;353558;34510;;Raiffeisen;;Raiffeisenbank Salzkammergut reg.Gen.m.b.H. Zws.Neukirchen;Neukirchen 5;4814;Neukirchen/Alt.;Gmunden;;;;;Oberösterreich;07618/8268;05999/3490942000;rb-salzkammergut@raiffeisen-ooe.at;;www.raiffeisen-ooe.at/salzkammergut;;262943
